kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_depth,koi_prad,koi_teq,koi_insol,koi_steff,koi_srad,koi_smass,koi_slogg,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_impact,koi_duration,koi_ingress,koi_dor
K01141.01,Kepler-777 b,CONFIRMED,CANDIDATE,5.72812616,643.4,1.38,569.0,24.74,3968.0,0.548,0.567,4.714,1,236.0,3.8987834,17.514835,0.22,2.0295,,21.55
K01142.01,Kepler-778 b,CONFIRMED,CANDIDATE,3.75574267,417.4,1.58,977.0,215.46,5311.0,0.788,0.884,4.588,1,354.0,3.9658144,24.505842,0.127,2.2911,,12.67
K01143.01,,FALSE POSITIVE,FALSE POSITIVE,7.44042933,547.3,2.74,883.0,144.12,5815.0,0.877,0.973,4.54,1,181.0,8.618356,30.965673,0.968,2.991,,6.69
K00941.01,Kepler-257 c,CONFIRMED,CANDIDATE,6.581477136,2318.9,4.56,881.0,142.63,5188.0,0.973,0.868,4.4,3,166.0,14.102539,104.35038,0.137,3.0896,,16.835
K00129.01,Kepler-470 b,CONFIRMED,FALSE POSITIVE,24.669192732,7382.3,77.76,1485.0,1150.61,5313.0,9.327,2.736,2.936,2,54.0,88.01822,431.7975,0.073,7.03515,,28.773
K00941.02,Kepler-257 b,CONFIRMED,CANDIDATE,2.382652873,705.4,2.74,1237.0,553.53,5188.0,0.973,0.868,4.4,3,421.0,5.6345043,39.68937,0.682,1.8888,,7.43
K00941.03,Kepler-257 d,CONFIRMED,CANDIDATE,24.66461416,2398.8,5.34,567.0,24.53,5188.0,0.973,0.868,4.4,3,43.0,11.618548,51.427,0.8,2.8579,,44.9
K00942.01,Kepler-735 b,CONFIRMED,CANDIDATE,11.51517167,1357.4,2.9,657.0,43.96,5177.0,0.798,0.91,4.59,1,115.0,7.9626484,44.959515,0.311,2.006,,43.2
K00137.01,Kepler-18 c,CONFIRMED,CANDIDATE,7.641567589,2269.7,4.91,899.0,154.25,5356.0,1.055,0.882,4.338,3,175.0,44.18071,366.27887,0.027,3.41018,,17.8523
K01006.01,,FALSE POSITIVE,FALSE POSITIVE,30.6113932,3472.0,19.68,317.0,2.38,3900.0,0.534,0.555,4.727,1,35.0,14.724483,38.135956,1.264,3.576,,28.6
K01007.01,Kepler-748 b,CONFIRMED,CANDIDATE,7.40742502,442.0,2.01,938.0,183.15,5922.0,0.961,1.002,4.474,1,151.0,3.9869747,19.42022,0.03,3.675,,15.698
K01008.01,,FALSE POSITIVE,FALSE POSITIVE,569.934135,18904.0,38.98,296.0,1.81,5367.0,2.057,0.935,3.783,1,3.0,154.56674,164.4163,0.919,4.1904,,759.0
K01009.01,,FALSE POSITIVE,FALSE POSITIVE,5.09246539,254.0,1.17,844.0,119.7,5037.0,0.751,0.727,4.547,1,225.0,3.6479304,15.175163,0.161,3.659,,10.67
K01010.01,,FALSE POSITIVE,FALSE POSITIVE,110.61576622,,,,,,,,,1,,,,,5.0,,
K01077.01,,FALSE POSITIVE,FALSE POSITIVE,1.103971357,317.9,1.37,1471.0,1109.79,5409.0,0.746,0.835,4.609,1,2053.0,5.0944214,16.816261,0.52,0.926,,7.99
K00142.01,Kepler-88 b,CONFIRMED,CANDIDATE,10.916108342,1479.0,3.93,758.0,78.19,5575.0,0.932,1.051,4.521,2,,,,0.7699,3.6496,,15.95
K01078.01,Kepler-267 b,CONFIRMED,CANDIDATE,3.353732008,1264.7,1.65,615.0,33.76,3789.0,0.46,0.467,4.781,3,320.0,7.7564645,38.8198,0.051,1.4598,,18.114
K01078.02,Kepler-267 c,CONFIRMED,CANDIDATE,6.877446033,1632.3,2.05,484.0,12.95,3789.0,0.46,0.467,4.781,3,149.0,5.0236225,29.299326,0.79,1.3692,,26.0
K01078.03,Kepler-267 d,CONFIRMED,CANDIDATE,28.46464804,1629.8,1.87,301.0,1.95,3789.0,0.46,0.467,4.781,3,36.0,6.3114157,22.192923,0.035,2.6657,,84.56
K01079.01,,FALSE POSITIVE,FALSE POSITIVE,0.293630085,2017.7,26.35,2503.0,9283.34,5665.0,0.843,0.928,4.554,1,,,,1.2329,2.3857,,1.302
K00148.03,Kepler-48 d,CONFIRMED,CANDIDATE,42.89645024,555.3,2.0,448.0,9.54,5192.0,0.873,0.856,4.489,3,30.0,13.863696,44.07612,0.007,5.6897,,58.81
K01144.01,,FALSE POSITIVE,FALSE POSITIVE,2.44199803,251.7,1.44,1282.0,638.05,5970.0,0.796,0.847,4.564,1,545.0,4.728046,21.772808,0.856,2.759,,3.82
K01145.01,,CANDIDATE,CANDIDATE,30.5872153,464.8,2.32,621.0,35.08,5944.0,1.082,1.024,4.38,1,44.0,6.565337,22.413473,0.013,5.3698,,44.37
K01146.01,Kepler-779 b,CONFIRMED,CANDIDATE,7.09712124,369.5,0.74,425.0,7.73,3569.0,0.389,0.4,4.861,1,193.0,3.4349446,14.411312,0.05,2.1059,,26.17
K01147.01,,FALSE POSITIVE,FALSE POSITIVE,2.6827683,79.8,1.19,1551.0,1366.57,6180.0,1.223,0.997,4.262,1,498.0,3.955362,22.632936,0.769,2.957,,4.61
K00943.01,Kepler-736 b,CONFIRMED,CANDIDATE,3.601465336,777.7,2.31,996.0,232.65,5052.0,0.855,0.805,4.48,1,370.0,4.964727,42.125446,0.021,2.2753,,12.403
K00944.01,,FALSE POSITIVE,FALSE POSITIVE,3.108251172,1867.7,4.43,1096.0,340.69,5330.0,0.847,0.819,4.495,1,435.0,12.37248,139.40195,0.9,2.5048,,5.18
K00945.01,Kepler-1666 b,CONFIRMED,CANDIDATE,25.8474958,537.4,2.4,672.0,48.23,6297.0,1.031,1.084,4.448,3,42.0,5.420604,19.885572,0.054,5.985,,33.65
K00945.02,Kepler-1666 c,CONFIRMED,CANDIDATE,40.715561,680.9,2.7,578.0,26.34,6297.0,1.031,1.084,4.448,3,25.0,6.210677,21.326845,0.008,6.894,,46.2
K00946.01,,FALSE POSITIVE,FALSE POSITIVE,20.42720701,1273.0,4.42,674.0,48.72,6014.0,0.958,1.043,4.494,1,55.0,25.610682,54.38567,0.956,3.447,,18.86
K01011.01,,FALSE POSITIVE,FALSE POSITIVE,6.198273591,47302.6,19.81,985.0,222.23,6038.0,0.898,0.982,4.524,1,210.0,219.62387,2130.468,0.343,7.53837,,7.2745
K01012.01,,FALSE POSITIVE,FALSE POSITIVE,1.023471798,861.4,3.78,1727.0,2103.09,5741.0,0.893,0.901,4.491,1,1106.0,17.844313,45.719135,0.974,2.3499,,1.563
K01013.01,,FALSE POSITIVE,FALSE POSITIVE,0.51872711,714.1,19.07,1965.0,3537.27,5572.0,0.762,0.853,4.597,1,1287.0,3.0182545,12.037272,1.199,1.252,,1.486
K01014.01,Kepler-749 b,CONFIRMED,CANDIDATE,17.31711739,1473.0,2.04,454.0,10.07,4719.0,0.502,0.52,4.753,1,77.0,6.7987795,33.497635,0.684,3.1518,,32.7
K01015.01,Kepler-750 b,CONFIRMED,CANDIDATE,9.42889884,565.4,4.39,1163.0,432.9,5897.0,1.86,1.204,3.98,3,75.0,8.067658,38.593414,0.011,4.4481,,16.554
K01080.01,,FALSE POSITIVE,FALSE POSITIVE,1.096583368,308.5,1.35,1474.0,1119.9,5222.0,0.763,0.717,4.528,1,973.0,3.9565303,18.011961,0.421,2.1188,,3.72
K01081.01,,CANDIDATE,CANDIDATE,9.95639775,510.5,28.15,905.0,158.42,6161.0,1.053,1.15,4.454,1,139.0,5.694448,28.363348,1.222,5.615,,3.44
K01082.01,Kepler-763 d,CONFIRMED,CANDIDATE,6.50327035,418.3,1.67,804.0,98.81,4999.0,0.843,0.8,4.49,4,200.0,3.6596506,15.91325,0.08,2.591,,19.47
K01082.02,Kepler-763 c,CONFIRMED,CANDIDATE,4.09667624,302.3,1.42,938.0,182.9,4999.0,0.843,0.8,4.49,4,291.0,3.3489723,11.0181,0.142,2.19,,14.38
K01082.03,Kepler-763 b,CONFIRMED,CANDIDATE,1.196548464,224.6,1.25,1414.0,945.12,4999.0,0.843,0.8,4.49,4,1071.0,3.4626198,13.65327,0.332,1.2592,,6.98
K01148.01,Kepler-270 b,CONFIRMED,CANDIDATE,11.47609015,182.3,2.07,984.0,221.34,6071.0,1.41,1.156,4.202,2,120.0,4.4611506,23.003267,0.755,5.046,,11.78
K01148.02,Kepler-270 c,CONFIRMED,CANDIDATE,25.2630467,125.5,1.71,756.0,77.24,6071.0,1.41,1.156,4.202,2,55.0,3.8099704,10.748279,0.743,6.22,,21.3
K01149.01,,FALSE POSITIVE,FALSE POSITIVE,7.1688266,,,,,,,,,1,,,,,1.29,,
K01150.01,Kepler-780 b,CONFIRMED,CANDIDATE,0.677374687,76.7,0.9,2099.0,4572.56,5718.0,1.037,0.974,4.395,1,1977.0,4.6875196,29.277885,0.132,1.8361,,2.8794
K01151.01,Kepler-271 b,CONFIRMED,CANDIDATE,10.43547031,210.2,1.22,759.0,78.35,5528.0,0.853,0.838,4.499,5,127.0,5.6029515,29.555204,0.174,3.4167,,23.3
K01151.02,Kepler-271 c,CONFIRMED,CANDIDATE,7.41084314,124.1,0.94,850.0,123.4,5528.0,0.853,0.838,4.499,5,178.0,4.211921,21.517443,0.064,3.245,,17.6
K00947.01,Kepler-737 b,CONFIRMED,CANDIDATE,28.59914031,1585.1,1.83,298.0,1.87,3755.0,0.461,0.47,4.781,1,44.0,12.458175,45.70763,0.009,3.6567,,61.92
K00948.01,Kepler-738 b,CONFIRMED,CANDIDATE,24.58716355,907.5,2.37,530.0,18.72,5474.0,0.749,0.831,4.605,1,55.0,7.0064564,30.480999,0.648,3.984,,37.7
K00130.01,,FALSE POSITIVE,FALSE POSITIVE,34.193600311,13714.8,21.95,778.0,86.74,6129.0,1.786,1.14,3.991,1,39.0,267.32162,1312.7156,0.625,5.41382,,44.426
K00949.01,Kepler-739 b,CONFIRMED,CANDIDATE,12.53248222,1145.9,3.24,775.0,85.15,5997.0,0.904,0.991,4.522,1,109.0,8.301914,52.609734,0.668,4.0168,,18.8
K00950.01,,CANDIDATE,CANDIDATE,31.201692472,34513.7,8.31,286.0,1.59,3748.0,0.449,0.461,4.796,1,44.0,130.21426,595.1253,0.001,2.15663,,129.27
K00951.01,Kepler-258 b,CONFIRMED,CANDIDATE,13.19720694,2141.4,4.18,642.0,40.03,4954.0,0.885,0.827,4.462,2,103.0,20.914078,103.2579,0.568,3.4872,,25.31
K00137.02,Kepler-18 d,CONFIRMED,CANDIDATE,14.85890852,3269.0,5.94,720.0,63.52,5356.0,1.055,0.882,4.338,3,93.0,85.15475,399.39264,0.255,3.5252,,32.86
K01015.02,Kepler-750 c,CONFIRMED,CANDIDATE,4.08897299,157.9,2.36,1537.0,1317.96,5897.0,1.86,1.204,3.98,3,162.0,3.5625257,15.518525,0.374,3.585,,8.21
K01016.01,,FALSE POSITIVE,FALSE POSITIVE,2.866680334,712.4,2.93,1045.0,282.64,5238.0,0.764,0.854,4.598,1,465.0,6.215709,36.521767,0.968,1.1264,,7.2
K01017.01,Kepler-751 b,CONFIRMED,CANDIDATE,17.44486016,826.9,3.24,679.0,50.32,5568.0,0.966,0.882,4.413,1,75.0,7.4589086,39.719036,0.871,4.445,,16.54
K01018.01,,FALSE POSITIVE,FALSE POSITIVE,8.30697421,158.7,37.99,1246.0,570.93,5300.0,2.124,0.804,3.69,1,166.0,4.320386,14.4507,1.151,2.76,,4.1
K01019.01,,FALSE POSITIVE,FALSE POSITIVE,2.49705175,,,,,,,,,1,,,,,3.79,,
K01083.01,Kepler-764 b,CONFIRMED,CANDIDATE,7.33685101,325.8,1.52,875.0,138.46,5795.0,0.848,0.938,4.554,2,140.0,3.9918327,18.445663,0.018,3.548,,16.07
K00143.01,,FALSE POSITIVE,FALSE POSITIVE,22.65117451,2250.0,7.62,855.0,126.57,6968.0,1.333,1.333,4.31,1,58.0,30.534325,182.14682,0.925,3.6895,,23.52
K01084.01,,FALSE POSITIVE,FALSE POSITIVE,1.204274435,185.8,1.19,1564.0,1413.91,5668.0,0.849,0.938,4.552,1,1106.0,3.7114062,27.417156,0.528,1.3362,,5.99
K01085.01,Kepler-1735 b,CONFIRMED,CANDIDATE,7.71790675,306.8,0.9,502.0,15.01,3975.0,0.509,0.535,4.753,1,180.0,4.2013702,12.748605,0.112,1.84,,32.37
K01086.01,Kepler-765 b,CONFIRMED,CANDIDATE,27.6652847,469.2,2.21,641.0,39.94,6036.0,1.017,0.939,4.396,1,49.0,7.3185935,32.011665,0.004,6.633,,32.5
K01087.01,,FALSE POSITIVE,FALSE POSITIVE,0.948950734,2133.0,36.87,2103.0,4636.91,6307.0,1.133,1.152,4.391,1,1413.0,14.1689825,61.257576,1.246,4.0245,,1.424
K00149.01,Kepler-473 b,CONFIRMED,CANDIDATE,14.55730897,956.9,4.32,879.0,141.0,5774.0,1.412,1.048,4.159,1,95.0,24.26661,170.09213,0.036,7.7643,,14.7277
K01152.01,,FALSE POSITIVE,FALSE POSITIVE,4.722254104,82670.0,14.45,557.0,22.67,3801.0,0.488,0.517,4.776,1,220.0,517.52155,4806.858,0.506,3.451,,12.22
K01153.01,,FALSE POSITIVE,FALSE POSITIVE,0.635069939,33117.3,57.77,2351.0,7193.72,6340.0,1.058,1.106,4.434,1,840.0,116.45259,751.6766,1.25,2.07171,,2.359
K01154.01,,CANDIDATE,CANDIDATE,6.810823723,14446.8,26.06,1626.0,1656.16,7226.0,2.079,1.461,3.967,1,160.0,384.02817,2688.337,0.57,7.98574,,6.291
K01155.01,,FALSE POSITIVE,FALSE POSITIVE,0.933746515,2936.6,25.54,1508.0,1222.25,5252.0,0.716,0.737,4.596,1,1443.0,39.17765,592.01166,1.262,6.6522,,1.361
K01156.01,,FALSE POSITIVE,FALSE POSITIVE,1.872421727,3018.9,5.65,1298.0,672.92,5337.0,0.825,0.76,4.486,1,711.0,11.546576,137.55992,0.917,1.5261,,5.13
K00951.02,Kepler-258 c,CONFIRMED,CANDIDATE,33.6528474,1140.8,3.05,470.0,11.5,4954.0,0.885,0.827,4.462,2,38.0,7.468819,34.598507,0.567,3.9616,,55.9
K00952.01,Kepler-32 b,CONFIRMED,CANDIDATE,5.90127815,1525.2,1.94,514.0,16.54,3731.0,0.498,0.509,4.75,5,176.0,8.185381,44.165905,0.03,2.1979,,21.241
K00952.02,Kepler-32 c,CONFIRMED,CANDIDATE,8.75209691,1367.6,1.83,451.0,9.76,3731.0,0.498,0.509,4.75,5,121.0,5.2827644,31.796968,0.017,2.3742,,29.11
K00952.03,Kepler-32 d,CONFIRMED,CANDIDATE,22.78078241,1925.1,2.17,328.0,2.73,3731.0,0.498,0.509,4.75,5,47.0,7.5207214,31.423384,0.008,3.3002,,54.84
K00952.04,Kepler-32 e,CONFIRMED,CANDIDATE,2.896005211,614.1,1.23,652.0,42.53,3731.0,0.498,0.509,4.75,5,345.0,3.75293,15.251865,0.082,1.6776,,13.46
K00952.05,Kepler-32 f,CONFIRMED,CANDIDATE,0.742957911,843.3,1.47,1026.0,262.51,3731.0,0.498,0.509,4.75,5,1202.0,3.9909441,11.133046,0.162,0.6688,,8.63
K01020.01,,FALSE POSITIVE,FALSE POSITIVE,54.35635067,10510.4,38.81,566.0,24.18,6161.0,1.255,1.095,4.281,1,23.0,143.82382,570.40247,1.142,6.4345,,37.79
K01021.01,,FALSE POSITIVE,FALSE POSITIVE,0.54624855,639.7,18.93,1837.0,2677.36,5414.0,0.714,0.792,4.625,1,2385.0,3.8700705,11.876604,1.215,2.0543,,1.334
K01022.01,Kepler-752 b,CONFIRMED,CANDIDATE,18.82744023,1006.2,2.7,632.0,37.82,5687.0,0.86,0.93,4.538,2,74.0,8.901691,25.10813,0.025,4.664,,31.72
K01023.01,,FALSE POSITIVE,FALSE POSITIVE,8.4120069,819.6,1.71,590.0,28.69,4502.0,0.621,0.662,4.668,1,156.0,16.051317,40.85747,0.022,3.923,,16.8
K01024.01,Kepler-753 b,CONFIRMED,CANDIDATE,5.747711909,820.1,1.86,641.0,40.07,4252.0,0.632,0.637,4.64,1,231.0,6.801377,44.489746,0.575,1.8923,,19.76
K00137.03,Kepler-18 b,CONFIRMED,CANDIDATE,3.504691252,315.1,2.03,1165.0,435.21,5356.0,1.055,0.882,4.338,3,355.0,5.868426,50.787594,0.741,1.9811,,9.47
K01088.01,,FALSE POSITIVE,FALSE POSITIVE,0.995861402,4993.8,26.93,1477.0,1124.35,5286.0,0.706,0.731,4.604,1,1347.0,7.5693655,85.14157,1.256,1.1507,,3.51
K01089.01,Kepler-418 b,CONFIRMED,CANDIDATE,86.67856052,8244.1,9.83,434.0,8.41,5822.0,1.081,0.957,4.351,2,13.0,76.46307,229.12724,0.291,10.1289,,68.23
K01089.02,Kepler-418 c,CONFIRMED,CANDIDATE,12.21828097,1843.4,5.1,835.0,114.59,5822.0,1.081,0.957,4.351,2,84.0,17.384766,81.52411,0.778,2.6969,,24.1
K01090.01,,FALSE POSITIVE,FALSE POSITIVE,8.387210055,4952.0,72.52,1211.0,509.55,6089.0,1.795,1.299,4.044,1,160.0,46.2108,230.32713,1.284,1.6477,,18.6
K01091.01,,FALSE POSITIVE,FALSE POSITIVE,15.2384539,7019.0,9.84,829.0,111.67,6384.0,1.086,1.129,4.419,1,38.0,489.366,1117.0217,0.74,19.292,,4.85
K01092.01,,FALSE POSITIVE,FALSE POSITIVE,0.413334492,2025.1,31.52,2509.0,9374.09,5973.0,1.016,1.099,4.465,1,,,,1.2313,2.3808,,1.341
K01157.01,,FALSE POSITIVE,FALSE POSITIVE,0.93374614,1717.5,149.71,3303.0,28084.15,5438.0,4.319,1.807,3.424,1,1444.0,24.294193,293.41263,1.27,6.551,,1.344
K01158.01,,FALSE POSITIVE,FALSE POSITIVE,6.47179275,402.5,2.08,1075.0,316.0,6341.0,1.033,1.083,4.446,1,136.0,4.854369,22.512974,0.014,6.788,,7.44
K01159.01,Kepler-1737 b,CONFIRMED,CANDIDATE,64.617518,2486.6,5.4,383.0,5.09,5043.0,0.881,0.834,4.47,1,16.0,17.345167,58.213543,0.9,5.796,,47.0
K01160.01,Kepler-781 b,CONFIRMED,CANDIDATE,13.21409607,1154.8,2.77,629.0,36.95,5333.0,0.728,0.813,4.62,1,98.0,5.7482944,32.675938,0.812,3.5641,,18.18
K01161.01,Kepler-272 c,CONFIRMED,CANDIDATE,6.05729966,385.2,1.94,947.0,189.98,5334.0,1.004,0.865,4.372,3,180.0,4.3723316,27.37242,0.219,3.7419,,12.31
K00953.01,Kepler-740 b,CONFIRMED,CANDIDATE,3.584101048,2608.1,4.66,1131.0,386.66,5739.0,0.922,1.021,4.518,1,366.0,13.598305,152.47115,0.045,2.7316,,10.4957
K00013.01,Kepler-13 b,CONFIRMED,CANDIDATE,1.763587535,4590.6,21.42,3559.0,37958.27,9107.0,3.031,2.466,3.867,1,761.0,480.48666,6790.604,0.512,3.16877,,4.0378
K00131.01,Kepler-471 b,CONFIRMED,CANDIDATE,5.014234733,6536.0,10.63,1308.0,692.13,6490.0,1.307,1.304,4.32,1,266.0,65.98032,782.15466,0.066,4.589,,8.9737
K00954.01,Kepler-259 b,CONFIRMED,CANDIDATE,8.11528727,834.9,3.1,879.0,140.92,5926.0,0.887,0.978,4.532,2,164.0,6.911104,49.552048,0.916,3.211,,9.22
K00954.02,Kepler-259 c,CONFIRMED,CANDIDATE,36.9250409,902.0,3.01,530.0,18.7,5926.0,0.887,0.978,4.532,2,37.0,8.050239,30.908642,0.838,4.9381,,34.3
K01025.01,,FALSE POSITIVE,FALSE POSITIVE,37.4783492,1467.9,10.05,262.0,1.12,3687.0,0.44,0.459,4.813,1,35.0,9.633692,17.833073,1.161,5.317,,18.31
K01028.01,,FALSE POSITIVE,FALSE POSITIVE,8.09695764,283.5,34.0,1197.0,484.58,5949.0,1.707,1.122,4.024,1,165.0,9.831083,31.484688,1.165,3.319,,3.93
K01029.01,Kepler-1732 b,CONFIRMED,CANDIDATE,32.3122867,677.8,4.84,699.0,56.49,5821.0,1.494,1.043,4.108,1,43.0,6.831553,26.899374,0.934,6.569,,16.32
K01030.01,Kepler-1733 b,CONFIRMED,CANDIDATE,9.22961384,492.1,2.79,1021.0,257.11,6320.0,1.252,1.273,4.347,1,142.0,4.0406046,16.374609,0.067,2.235,,32.12
K01031.01,Kepler-754 b,CONFIRMED,CANDIDATE,14.5598556,290.6,1.64,758.0,78.26,5959.0,0.966,0.983,4.46,1,94.0,3.6207664,12.68478,0.026,5.624,,20.086
K00144.01,Kepler-472 b,CONFIRMED,CANDIDATE,4.176254191,1360.1,3.07,876.0,139.48,4957.0,0.776,0.867,4.594,1,259.0,20.03186,218.05376,0.715,3.6716,,6.57
K01093.01,,FALSE POSITIVE,FALSE POSITIVE,0.528755447,408.5,47.75,3271.0,27241.45,6151.0,1.954,1.158,3.92,1,1265.0,4.462466,16.655014,1.204,5.714,,1.224
K01094.01,Kepler-766 b,CONFIRMED,CANDIDATE,6.10027621,766.6,2.59,990.0,227.15,5957.0,0.937,1.026,4.506,1,222.0,5.3664794,37.201897,0.015,4.7476,,10.081
K01095.01,,CANDIDATE,CANDIDATE,51.59809554,5869.2,6.57,449.0,9.61,5681.0,0.859,0.957,4.551,1,25.0,22.123877,81.96965,0.251,2.0153,,203.4
K01096.01,,CANDIDATE,CANDIDATE,1500.0,9592.0,9.8,139.0,0.09,5606.0,0.76,0.832,4.597,1,,,,0.9243,7.109,,1014.0
K01097.01,,FALSE POSITIVE,FALSE POSITIVE,10.9110487,401.9,2.36,786.0,90.07,5903.0,0.864,0.955,4.546,1,,,,0.9761,7.033,,3.84
K00150.01,Kepler-112 b,CONFIRMED,CANDIDATE,8.408878137,798.9,2.28,809.0,101.22,5551.0,0.812,0.776,4.508,2,162.0,16.77422,132.78516,0.018,3.4967,,18.85
K01161.02,Kepler-272 d,CONFIRMED,CANDIDATE,10.93725572,421.6,2.41,777.0,86.28,5334.0,1.004,0.865,4.372,3,88.0,5.618789,20.159246,0.866,3.0822,,14.74
K01161.03,Kepler-272 b,CONFIRMED,CANDIDATE,2.97136658,233.3,1.52,1200.0,490.13,5334.0,1.004,0.865,4.372,3,328.0,4.651252,19.352438,0.349,2.716,,7.98
K01162.01,Kepler-782 b,CONFIRMED,CANDIDATE,158.6850022,898.3,3.08,350.0,3.53,5751.0,1.034,0.852,4.34,1,9.0,39.462166,89.57583,0.034,11.5372,,107.88
K01163.01,Kepler-273 b,CONFIRMED,CANDIDATE,2.936527336,352.3,1.92,1209.0,505.22,5359.0,1.002,0.867,4.375,2,452.0,4.709165,29.484695,0.524,1.771,,11.07
K00955.01,Kepler-741 b,CONFIRMED,CANDIDATE,7.03902016,529.8,2.45,1051.0,288.92,6321.0,1.058,1.108,4.434,1,189.0,6.543987,45.437744,0.015,3.8633,,14.225
K00956.01,Kepler-742 b,CONFIRMED,CANDIDATE,8.360870704,2039.7,3.67,690.0,53.68,4743.0,0.81,0.786,4.516,1,159.0,13.971213,111.296486,0.494,2.7144,,21.6
K00957.01,,FALSE POSITIVE,FALSE POSITIVE,3.14051153,1444.4,31.01,1306.0,689.48,6108.0,0.974,0.959,4.443,1,428.0,8.414611,42.96932,1.251,8.2806,,1.573
K00958.01,Kepler-1731 b,CONFIRMED,CANDIDATE,21.76129812,1300.7,2.53,486.0,13.18,4859.0,0.72,0.781,4.612,1,62.0,19.20389,96.205444,0.123,1.243,,137.07
K00959.01,,FALSE POSITIVE,FALSE POSITIVE,12.713794177,36718.7,2.31,181.0,0.26,2661.0,0.116,0.094,5.283,1,107.0,948.6065,6326.1567,0.485,2.44093,,42.91
K00960.01,,FALSE POSITIVE,FALSE POSITIVE,15.801100028,37545.0,15.61,614.0,33.6,5383.0,0.789,0.885,4.587,1,85.0,229.39626,1526.5381,0.512,6.37505,,20.176
K01032.01,,CANDIDATE,CANDIDATE,1500.1406772,4129.9,18.35,206.0,0.42,5009.0,2.283,1.083,3.755,1,,,,0.9131,25.727,,251.5
K01034.01,,FALSE POSITIVE,FALSE POSITIVE,1.739428983,5897.4,268.65,1268.0,612.49,5415.0,0.742,0.806,4.603,1,653.0,31.474869,188.8726,4.246,2.4894,,5.93
K01035.01,,FALSE POSITIVE,FALSE POSITIVE,1.217266418,5811.5,14.49,2378.0,7548.29,6631.0,1.638,1.366,4.145,1,1099.0,116.09099,1791.0647,0.878,3.3208,,2.0048
K01036.01,,FALSE POSITIVE,FALSE POSITIVE,19.563092517,12992.2,23.76,965.0,205.39,6208.0,1.831,1.112,3.959,1,70.0,338.11835,2029.0355,0.842,6.9547,,15.85
K01037.01,,FALSE POSITIVE,FALSE POSITIVE,3.7228551,2969.2,5.67,1118.0,368.33,5873.0,0.863,0.954,4.547,1,357.0,20.351385,94.497665,0.911,12.8164,,1.5415
K00138.01,,FALSE POSITIVE,FALSE POSITIVE,48.93786896,7240.1,24.19,764.0,80.37,7066.0,1.761,1.406,4.094,1,27.0,85.068954,362.06412,0.981,6.5868,,31.41
K01098.01,,FALSE POSITIVE,FALSE POSITIVE,5.48990788,598.9,23.6,1039.0,275.65,5982.0,0.96,1.047,4.493,1,249.0,4.9854293,29.506588,1.199,4.02,,2.88
K01099.01,Kepler-767 b,CONFIRMED,CANDIDATE,161.5278347,4653.6,8.19,366.0,4.25,5778.0,1.213,1.033,4.285,1,9.0,20.94411,55.328773,0.0,3.6734,,356.7
K01100.01,,FALSE POSITIVE,FALSE POSITIVE,0.73093905,451.1,1.45,1488.0,1159.62,4768.0,0.711,0.714,4.588,1,1558.0,3.7374895,19.317184,0.018,2.8437,,2.089
K01101.01,Kepler-768 b,CONFIRMED,CANDIDATE,11.39102358,448.6,1.67,618.0,34.55,4983.0,0.728,0.836,4.617,2,94.0,4.959127,20.377878,0.732,2.303,,26.9
K01102.01,Kepler-24 c,CONFIRMED,CANDIDATE,12.33343853,536.4,4.12,915.0,165.3,5896.0,1.24,0.884,4.197,4,112.0,6.2113976,26.762255,0.979,6.221,,4.96
K01163.02,Kepler-273 c,CONFIRMED,CANDIDATE,8.01500821,363.0,2.0,865.0,132.46,5359.0,1.002,0.867,4.375,2,159.0,4.661908,22.859743,0.645,3.0137,,16.02
K01164.01,,FALSE POSITIVE,FALSE POSITIVE,0.933749941,415.3,12.93,919.0,168.44,3682.0,0.48,0.512,4.786,1,1440.0,4.1755176,19.350386,1.225,6.606,,1.259
K01165.01,Kepler-783 c,CONFIRMED,CANDIDATE,7.053934488,511.5,2.36,840.0,117.33,5357.0,0.863,0.854,4.498,2,190.0,7.164931,48.294144,0.899,1.7244,,15.42
K01165.02,Kepler-783 b,CONFIRMED,CANDIDATE,4.29263699,61.4,0.68,991.0,227.69,5357.0,0.863,0.854,4.498,2,302.0,3.2288117,9.91662,0.454,2.7,,10.94
K01166.01,Kepler-1738 b,CONFIRMED,CANDIDATE,7.6746614,503.0,2.8,957.0,198.67,6063.0,1.001,1.079,4.47,1,140.0,4.833315,18.007523,0.939,1.9374,,12.5
K01167.01,,FALSE POSITIVE,FALSE POSITIVE,0.445275074,254.7,1.21,1950.0,3419.7,5346.0,0.725,0.81,4.621,1,1200.0,3.211398,8.112607,0.639,2.276,,1.424
K00961.01,Kepler-42 b,CONFIRMED,CANDIDATE,1.213770423,1821.0,0.78,525.0,18.03,3292.0,0.148,0.132,5.215,3,1100.0,6.384168,70.81955,0.83,0.5532,,10.76
K00961.02,Kepler-42 c,CONFIRMED,CANDIDATE,0.453287416,1461.5,0.76,729.0,66.14,3292.0,0.148,0.132,5.215,3,1193.0,4.587181,10.459189,0.81,0.4445,,5.24
K00132.01,,FALSE POSITIVE,FALSE POSITIVE,10.810132734,6165.2,13.95,985.0,222.68,6211.0,1.284,1.114,4.269,1,129.0,94.31879,734.361,0.948,4.4618,,10.375
